site,project_name,id,project_id,plot,latitude,longitude,treatment,profile,min_org,horizon,raw_depth,adjusted_depth,sample_depth,fine_coarse,fine_bulk_density,coarse_bulk_density,total_bulk_density,fine_carbon,fine_nitrogen,ph,dry_matter,carbon
AK_Rogers_C001,AK_Rogers,ps.3568,BR_AK1.ps.3,AK_Rogers_C001,64.330835,-145.870348,Control,A,org,mesic,16.30683,16.30683,3.44526,1,0.134276,1.0717505,0.13778377,32.103245,-9999,-9999,4626.157318,1485.146618
AK_Rogers_C001,AK_Rogers,ps.3569,BR_AK1.ps.4,AK_Rogers_C001,64.330835,-145.870348,Control,A,org,humic,19.10683,19.10683,2.8,1,0.421573,0.42877359,0.4217684,10.912405,-9999,-9999,11804.044,1288.105088
AK_Rogers_C001,AK_Rogers,ps.3566,BR_AK1.ps.1,AK_Rogers_C001,64.330835,-145.870348,Control,A,org,moss,8.13956,8.13956,8.13956,1,0.0191459,-9999,0.0191459,33.925791,-9999,-9999,1558.392018,528.696819
AK_Rogers_C001,AK_Rogers,ps.3567,BR_AK1.ps.2,AK_Rogers_C001,64.330835,-145.870348,Control,A,org,fibric,12.86157,12.86157,4.72201,1,0.0685801,-9999,0.0685801,42.462038,-9999,-9999,3238.35918,1375.073306
AK_Rogers_C001,AK_Rogers,ps.3572,BR_AK1.ps.7,AK_Rogers_C001,64.330835,-145.870348,Control,B,org,mesic,18.2,18.2,4.0723,1,0.077842,0.79156427,0.083592796,33.392283,-9999,-9999,3169.959766,1058.521936
AK_Rogers_C001,AK_Rogers,ps.3573,BR_AK1.ps.8,AK_Rogers_C001,64.330835,-145.870348,Control,B,org,humic,20.7,20.7,2.5,1,0.281309,0.24699891,0.27940535,16.123594,-9999,-9999,7032.725,1133.928026
AK_Rogers_C001,AK_Rogers,ps.3570,BR_AK1.ps.5,AK_Rogers_C001,64.330835,-145.870348,Control,B,org,moss,9.32141,9.32141,9.32141,1,0.0169555,-9999,0.0169555,38.065027,-9999,-9999,1580.491673,601.6145819
AK_Rogers_C001,AK_Rogers,ps.3571,BR_AK1.ps.6,AK_Rogers_C001,64.330835,-145.870348,Control,B,org,fibric,14.1277,14.1277,4.80629,1,0.0247649,0.70380075,0.025985197,36.264105,-9999,-9999,1190.272912,431.6418187
AK_Rogers_C001,AK_Rogers,ps.3576,BR_AK1.ps.11,AK_Rogers_C001,64.330835,-145.870348,Control,C,org,mesic,25.69995,25.69995,7.02249,1,0.0695754,2.5464791,0.069958336,34.763187,-9999,-9999,4885.925507,1698.503421
AK_Rogers_C001,AK_Rogers,ps.3577,BR_AK1.ps.12,AK_Rogers_C001,64.330835,-145.870348,Control,C,org,humic,27.69995,27.69995,2,1,0.320244,-9999,0.320244,18.05763,-9999,-9999,6404.88,1156.569532
AK_Rogers_C001,AK_Rogers,ps.3578,BR_AK1.ps.13,AK_Rogers_C001,64.330835,-145.870348,Control,D,org,moss,5.42637,5.42637,5.42637,1,0.00957295,-9999,0.00957295,42.893891,-9999,-9999,519.4636869,222.8181876
AK_Rogers_C001,AK_Rogers,ps.3579,BR_AK1.ps.14,AK_Rogers_C001,64.330835,-145.870348,Control,D,org,fibric,16.32337,16.32337,10.897,1,0.0163297,-9999,0.0163297,40.224639,-9999,-9999,1779.447409,715.7762965
AK_Rogers_C001,AK_Rogers,ps.3580,BR_AK1.ps.15,AK_Rogers_C001,64.330835,-145.870348,Control,D,org,mesic,24.79533,24.79533,8.47196,1,0.0359042,0.58636032,0.03633271,36.363417,-9999,-9999,3041.789462,1106.098586
AK_Rogers_C001,AK_Rogers,ps.3581,BR_AK1.ps.16,AK_Rogers_C001,64.330835,-145.870348,Control,D,org,humic,29.29533,29.29533,4.5,1,0.249689,0.39519198,0.26108299,15.413177,-9999,-9999,11236.005,1731.825338
AK_Rogers_C001,AK_Rogers,ps.3582,BR_AK1.ps.17,AK_Rogers_C001,64.330835,-145.870348,Control,E,org,moss,11.1673,11.1673,11.1673,1,0.00742288,-9999,0.00742288,38.436653,-9999,-9999,828.9352782,318.6149765
AK_Rogers_C001,AK_Rogers,ps.3583,BR_AK1.ps.18,AK_Rogers_C001,64.330835,-145.870348,Control,E,org,fibric,23.1943,23.1943,12.027,1,0.0276167,0.30012075,0.028993557,40.918613,-9999,-9999,3321.460509,1359.095572
AK_Rogers_C001,AK_Rogers,ps.3584,BR_AK1.ps.19,AK_Rogers_C001,64.330835,-145.870348,Control,E,org,mesic,24.55006,24.55006,1.35576,1,0.145924,-9999,0.145924,26.59815,-9999,-9999,1978.379222,526.2122731
AK_Rogers_C001,AK_Rogers,ps.3585,BR_AK1.ps.20,AK_Rogers_C001,64.330835,-145.870348,Control,E,org,humic,26.00006,26.00006,1.45,1,0.37159,-9999,0.37159,15.6723,-9999,-9999,5388.055,844.4321438
AK_Rogers_C001,AK_Rogers,ps.3586,BR_AK1.ps.21,AK_Rogers_C001,64.330835,-145.870348,Control,F,org,moss,8.70784,8.70784,8.70784,1,0.00945591,-9999,0.00945591,39.095545,-9999,-9999,823.4055133,321.914873
AK_Rogers_C001,AK_Rogers,ps.3574,BR_AK1.ps.9,AK_Rogers_C001,64.330835,-145.870348,Control,C,org,moss,8.08006,8.08006,8.08006,1,0.0115876,0.84338517,0.013678621,35.871577,-9999,-9999,936.2850326,335.8602064
AK_Rogers_C001,AK_Rogers,ps.3575,BR_AK1.ps.10,AK_Rogers_C001,64.330835,-145.870348,Control,C,org,fibric,18.67746,18.67746,10.5974,1,0.0251347,-9999,0.0251347,39.178426,-9999,-9999,2663.624698,1043.566231
AK_Rogers_C001,AK_Rogers,ps.3589,BR_AK1.ps.24,AK_Rogers_C001,64.330835,-145.870348,Control,F,org,humic,26,26,1.9,1,0.347861,-9999,0.347861,12.073901,-9999,-9999,6609.359,798.0074624
AK_Rogers_C001,AK_Rogers,ps.3588,BR_AK1.ps.23,AK_Rogers_C001,64.330835,-145.870348,Control,F,org,mesic,24.1,24.1,6.46971,1,0.0581242,0.87004702,0.064660247,21.48205,-9999,-9999,3760.46718,807.8254398
AK_Rogers_C001,AK_Rogers,ps.3587,BR_AK1.ps.22,AK_Rogers_C001,64.330835,-145.870348,Control,F,org,fibric,17.63029,17.63029,8.92245,1,0.0305961,1.0764102,0.032702174,36.403765,-9999,-9999,2729.921724,993.7942893
AK_Rogers_C002,AK_Rogers,ps.3594,BR_AK1.ps.29,AK_Rogers_C002,64.328923,-145.879712,Control,B,org,moss,19.4264,19.4264,19.4264,1,0.00682726,-9999,0.00682726,33.947675,-9999,-9999,1326.290837,450.2449028
AK_Rogers_C002,AK_Rogers,ps.3595,BR_AK1.ps.30,AK_Rogers_C002,64.328923,-145.879712,Control,B,org,fibric,25.18787,25.18787,5.76147,1,0.0253575,0.79577472,0.029350448,37.521988,-9999,-9999,1460.964755,548.1830201
AK_Rogers_C002,AK_Rogers,ps.3593,BR_AK1.ps.28,AK_Rogers_C002,64.328923,-145.879712,Control,A,org,humic,23.5,23.5,3.3,1,0.662141,-9999,0.662141,4.1817879,-9999,-9999,21850.653,913.7479632
AK_Rogers_C002,AK_Rogers,ps.3598,BR_AK1.ps.33,AK_Rogers_C002,64.328923,-145.879712,Control,C,org,moss,14.1143,14.1143,14.1143,1,0.00880948,-9999,0.00880948,35.315133,-9999,-9999,1243.396436,439.107105
AK_Rogers_C002,AK_Rogers,ps.3599,BR_AK1.ps.34,AK_Rogers_C002,64.328923,-145.879712,Control,C,org,fibric,21.3271,21.3271,7.2128,1,0.0167328,0.25276052,0.037695372,37.355058,-9999,-9999,1206.903398,450.8394645
AK_Rogers_C002,AK_Rogers,ps.3596,BR_AK1.ps.31,AK_Rogers_C002,64.328923,-145.879712,Control,B,org,mesic,28.8,28.8,3.61213,1,0.0868986,-9999,0.0868986,38.00588,-9999,-9999,3138.8904,1192.962919
AK_Rogers_C002,AK_Rogers,ps.3597,BR_AK1.ps.32,AK_Rogers_C002,64.328923,-145.879712,Control,B,org,humic,30,30,1.2,1,0.247759,-9999,0.247759,12.30872,-9999,-9999,2973.108,365.951539
AK_Rogers_C002,AK_Rogers,ps.3602,BR_AK1.ps.37,AK_Rogers_C002,64.328923,-145.879712,Control,D,org,moss,5.5,5.5,5.5,1,0.0153729,-9999,0.0153729,41.108622,-9999,-9999,845.5095,347.5773043
AK_Rogers_C002,AK_Rogers,ps.3603,BR_AK1.ps.38,AK_Rogers_C002,64.328923,-145.879712,Control,D,org,fibric,15,15,9.5,1,0.0436862,-9999,0.0436862,39.362876,-9999,-9999,4150.189,1633.63375
AK_Rogers_C002,AK_Rogers,ps.3600,BR_AK1.ps.35,AK_Rogers_C002,64.328923,-145.879712,Control,C,org,mesic,25.04998,25.04998,3.72288,1,0.119345,-9999,0.119345,25.599118,-9999,-9999,4443.071136,1137.387023
AK_Rogers_C002,AK_Rogers,ps.3601,BR_AK1.ps.36,AK_Rogers_C002,64.328923,-145.879712,Control,C,org,humic,26.49998,26.49998,1.45,1,0.483639,-9999,0.483639,7.0049707,-9999,-9999,7012.7655,491.2421685
AK_Rogers_C002,AK_Rogers,ps.3606,BR_AK1.ps.41,AK_Rogers_C002,64.328923,-145.879712,Control,E,org,moss,8.5,8.5,8.5,1,0.0172288,-9999,0.0172288,38.064999,-9999,-9999,1464.448,557.4421166
AK_Rogers_C002,AK_Rogers,ps.3607,BR_AK1.ps.42,AK_Rogers_C002,64.328923,-145.879712,Control,E,org,fibric,15,15,6.5,1,0.0363075,0.47746483,0.038428353,37.440193,-9999,-9999,2359.9875,883.5838748
AK_Rogers_C002,AK_Rogers,ps.3608,BR_AK1.ps.43,AK_Rogers_C002,64.328923,-145.879712,Control,E,org,mesic,17.5,17.5,2.5,1,0.0738302,-9999,0.0738302,29.399168,-9999,-9999,1845.755,542.6366133
AK_Rogers_C002,AK_Rogers,ps.3609,BR_AK1.ps.44,AK_Rogers_C002,64.328923,-145.879712,Control,E,org,humic,19.75,19.75,2.25,1,0.370133,-9999,0.370133,8.7408162,-9999,-9999,8327.9925,727.9345176
AK_Rogers_C002,AK_Rogers,ps.3610,BR_AK1.ps.45,AK_Rogers_C002,64.328923,-145.879712,Control,F,org,moss,6.3821,6.3821,6.3821,1,0.0186167,-9999,0.0186167,35.585192,-9999,-9999,1188.136411,422.800623
AK_Rogers_C002,AK_Rogers,ps.3611,BR_AK1.ps.46,AK_Rogers_C002,64.328923,-145.879712,Control,F,org,fibric,9.40432,9.40432,3.02222,1,0.0539415,-9999,0.0539415,30.262844,-9999,-9999,1630.230801,493.3542042
AK_Rogers_C002,AK_Rogers,ps.3612,BR_AK1.ps.47,AK_Rogers_C002,64.328923,-145.879712,Control,F,org,mesic,13.6,13.6,4.19568,1,0.108531,-9999,0.108531,27.878128,-9999,-9999,4553.613461,1269.462189
AK_Rogers_C002,AK_Rogers,ps.3613,BR_AK1.ps.48,AK_Rogers_C002,64.328923,-145.879712,Control,F,org,humic,15.5,15.5,1.9,1,0.342044,-9999,0.342044,16.115363,-9999,-9999,6498.836,1047.311012
AK_Rogers_C002,AK_Rogers,ps.3605,BR_AK1.ps.40,AK_Rogers_C002,64.328923,-145.879712,Control,D,org,humic,20.85,20.85,2.1,1,1.03051,-9999,1.03051,11.013095,-9999,-9999,21640.71,2383.311951
AK_Rogers_C002,AK_Rogers,ps.3592,BR_AK1.ps.27,AK_Rogers_C002,64.328923,-145.879712,Control,A,org,mesic,20.2,20.2,3.66648,1,0.0718946,-9999,0.0718946,32.875274,-9999,-9999,2636.00113,866.5925942
AK_Rogers_C002,AK_Rogers,ps.3590,BR_AK1.ps.25,AK_Rogers_C002,64.328923,-145.879712,Control,A,org,moss,9.47346,9.47346,9.47346,1,0.0130667,-9999,0.0130667,37.793544,-9999,-9999,1237.868598,467.8344132
AK_Rogers_C002,AK_Rogers,ps.3604,BR_AK1.ps.39,AK_Rogers_C002,64.328923,-145.879712,Control,D,org,mesic,18.75,18.75,3.75,1,0.0841354,0.6472301,0.091956221,34.44692,-9999,-9999,3155.0775,1086.827022
AK_Rogers_C002,AK_Rogers,ps.3591,BR_AK1.ps.26,AK_Rogers_C002,64.328923,-145.879712,Control,A,org,fibric,16.53352,16.53352,7.06006,1,0.0320925,-9999,0.0320925,38.568018,-9999,-9999,2265.749756,873.8547735
AK_Rogers_C003,AK_Rogers,ps.3614,BR_AK1.ps.49,AK_Rogers_C003,64.307052,-145.934828,Control,A,org,fibric,5.35596,5.35596,5.35596,1,0.0224438,0.51108212,0.032604502,35.607494,-9999,-9999,1202.08095,428.0309023
AK_Rogers_C003,AK_Rogers,ps.3615,BR_AK1.ps.50,AK_Rogers_C003,64.307052,-145.934828,Control,A,org,mesic,12,12,6.64404,1,0.0834276,0.51393784,0.085587252,26.242947,-9999,-9999,5542.963115,1454.636873
AK_Rogers_C003,AK_Rogers,ps.3616,BR_AK1.ps.51,AK_Rogers_C003,64.307052,-145.934828,Control,A,org,humic,13,13,1,1,0.415019,-9999,0.415019,11.182255,-9999,-9999,4150.19,464.0848288
AK_Rogers_C003,AK_Rogers,ps.3622,BR_AK1.ps.57,AK_Rogers_C003,64.307052,-145.934828,Control,C,org,humic,4.2606,4.2606,1.2,1,0.4094,-9999,0.4094,10.380633,-9999,-9999,4912.8,509.979738
AK_Rogers_C003,AK_Rogers,ps.3623,BR_AK1.ps.58,AK_Rogers_C003,64.307052,-145.934828,Control,D,org,moss,9.08444,9.08444,9.08444,1,0.0192836,-9999,0.0192836,34.074571,-9999,-9999,1751.807072,596.9207445
AK_Rogers_C003,AK_Rogers,ps.3624,BR_AK1.ps.59,AK_Rogers_C003,64.307052,-145.934828,Control,D,org,mesic,14,14,4.91556,1,0.158755,0.28808161,0.16233879,16.408335,-9999,-9999,7803.697278,1280.456792
AK_Rogers_C003,AK_Rogers,ps.3625,BR_AK1.ps.60,AK_Rogers_C003,64.307052,-145.934828,Control,E,org,moss,4.22389,4.22389,4.22389,1,0.0188399,-9999,0.0188399,40.093617,-9999,-9999,795.7766521,319.0556431
AK_Rogers_C003,AK_Rogers,ps.3626,BR_AK1.ps.61,AK_Rogers_C003,64.307052,-145.934828,Control,E,org,fibric,8.24603,8.24603,4.02214,1,0.0928789,-9999,0.0928789,26.113846,-9999,-9999,3735.719388,975.5400081
AK_Rogers_C003,AK_Rogers,ps.3627,BR_AK1.ps.62,AK_Rogers_C003,64.307052,-145.934828,Control,E,org,mesic,11.09706,11.09706,2.85103,1,0.245827,0.39480296,0.25372622,7.4825689,-9999,-9999,7008.601518,524.4234375
AK_Rogers_C003,AK_Rogers,ps.3628,BR_AK1.ps.63,AK_Rogers_C003,64.307052,-145.934828,Control,F,org,fibric,3.91406,3.91406,3.91406,1,0.0591581,-9999,0.0591581,32.089138,-9999,-9999,2315.483529,743.0187049
AK_Rogers_C003,AK_Rogers,ps.3629,BR_AK1.ps.64,AK_Rogers_C003,64.307052,-145.934828,Control,F,org,mesic,9.5,9.5,5.58594,1,0.254983,0.31199917,0.25979226,10.50206,-9999,-9999,14243.19739,1495.829136
AK_Rogers_C003,AK_Rogers,ps.3617,BR_AK1.ps.52,AK_Rogers_C003,64.307052,-145.934828,Control,B,org,moss,9.76389,9.76389,9.76389,1,0.0194133,-9999,0.0194133,32.131062,-9999,-9999,1895.493257,609.0421137
AK_Rogers_C003,AK_Rogers,ps.3618,BR_AK1.ps.53,AK_Rogers_C003,64.307052,-145.934828,Control,B,org,mesic,10.9,10.9,1.13611,1,0.338058,-9999,0.338058,11.127425,-9999,-9999,3840.710744,427.3722075
AK_Rogers_C003,AK_Rogers,ps.3619,BR_AK1.ps.54,AK_Rogers_C003,64.307052,-145.934828,Control,B,org,humic,12,12,1.1,1,0.442097,-9999,0.442097,6.2540419,-9999,-9999,4863.067,304.1382478
AK_Rogers_C003,AK_Rogers,ps.3620,BR_AK1.ps.55,AK_Rogers_C003,64.307052,-145.934828,Control,C,org,fibric,1.70636,1.70636,1.70636,1,0.0725472,1.3986343,0.090356792,24.332545,-9999,-9999,1237.916402,301.2165656
AK_Rogers_C003,AK_Rogers,ps.3621,BR_AK1.ps.56,AK_Rogers_C003,64.307052,-145.934828,Control,C,org,mesic,3.0606,3.0606,1.35424,1,0.275445,-9999,0.275445,16.381304,-9999,-9999,3730.186368,611.0531687
AK_Rogers_C004,AK_Rogers,ps.3635,BR_AK1.ps.70,AK_Rogers_C004,64.30782,-145.942635,Control,B,org,mesic,7.918,7.918,6.67099,1,0.0782005,-9999,0.0782005,31.998191,-9999,-9999,5216.747535,1669.26484
AK_Rogers_C004,AK_Rogers,ps.3636,BR_AK1.ps.71,AK_Rogers_C004,64.30782,-145.942635,Control,C,org,fibric,3.90304,3.90304,3.90304,1,0.0385117,-9999,0.0385117,37.264364,-9999,-9999,1503.127056,560.1307374
AK_Rogers_C004,AK_Rogers,ps.3637,BR_AK1.ps.72,AK_Rogers_C004,64.30782,-145.942635,Control,C,org,mesic,16.00004,16.00004,12.097,1,0.0580289,0.44759206,0.060255511,26.066388,-9999,-9999,7019.756033,1829.796844
AK_Rogers_C004,AK_Rogers,ps.3638,BR_AK1.ps.73,AK_Rogers_C004,64.30782,-145.942635,Control,C,org,humic,17.50004,17.50004,1.5,1,0.351467,-9999,0.351467,4.627,-9999,-9999,5272.005,243.9356714
AK_Rogers_C004,AK_Rogers,ps.3639,BR_AK1.ps.74,AK_Rogers_C004,64.30782,-145.942635,Control,D,org,fibric,1.33899,1.33899,1.33899,1,0.125074,0.54324887,0.14032323,36.461799,-9999,-9999,1674.728353,610.6360857
AK_Rogers_C004,AK_Rogers,ps.3640,BR_AK1.ps.75,AK_Rogers_C004,64.30782,-145.942635,Control,D,org,mesic,8.9,8.9,7.56101,1,0.0870736,0.61930897,0.11314051,30.983765,-9999,-9999,6583.643603,2039.860663
AK_Rogers_C004,AK_Rogers,ps.3641,BR_AK1.ps.76,AK_Rogers_C004,64.30782,-145.942635,Control,D,org,humic,10.9,10.9,2,1,0.595726,-9999,0.595726,4.0887385,-9999,-9999,11914.52,487.1535663
AK_Rogers_C004,AK_Rogers,ps.3642,BR_AK1.ps.77,AK_Rogers_C004,64.30782,-145.942635,Control,E,org,moss,4.21818,4.21818,4.21818,1,0.00458533,-9999,0.00458533,43.110623,-9999,-9999,193.417473,83.3834776
AK_Rogers_C004,AK_Rogers,ps.3643,BR_AK1.ps.78,AK_Rogers_C004,64.30782,-145.942635,Control,E,org,fibric,14.60988,14.60988,10.3917,1,0.0151028,-9999,0.0151028,33.643799,-9999,-9999,1569.437668,528.0184543
AK_Rogers_C004,AK_Rogers,ps.3644,BR_AK1.ps.79,AK_Rogers_C004,64.30782,-145.942635,Control,E,org,mesic,19.42781,19.42781,4.81793,1,0.126515,-9999,0.126515,11.396315,-9999,-9999,6095.40414,694.6514563
AK_Rogers_C004,AK_Rogers,ps.3645,BR_AK1.ps.80,AK_Rogers_C004,64.30782,-145.942635,Control,F,org,moss,4.57025,4.57025,4.57025,1,0.0091897,-9999,0.0091897,40.430866,-9999,-9999,419.9922643,169.8065096
AK_Rogers_C004,AK_Rogers,ps.3646,BR_AK1.ps.81,AK_Rogers_C004,64.30782,-145.942635,Control,F,org,fibric,8.16529,8.16529,3.59504,1,0.0353551,-9999,0.0353551,35.553093,-9999,-9999,1271.029987,451.8904734
AK_Rogers_C004,AK_Rogers,ps.3647,BR_AK1.ps.82,AK_Rogers_C004,64.30782,-145.942635,Control,F,org,mesic,13,13,4.83471,1,0.107935,1.0889549,0.10927353,35.600409,-9999,-9999,5218.344239,1857.751892
AK_Rogers_C004,AK_Rogers,ps.3648,BR_AK1.ps.83,AK_Rogers_C004,64.30782,-145.942635,Control,F,org,humic,15,15,2,1,0.521398,-9999,0.521398,6.0680381,-9999,-9999,10427.96,632.7725859
AK_Rogers_C004,AK_Rogers,ps.3630,BR_AK1.ps.65,AK_Rogers_C004,64.30782,-145.942635,Control,A,org,moss,6.17597,6.17597,6.17597,1,0.0199539,-9999,0.0199539,37.86673,-9999,-9999,1232.346878,466.6494649
AK_Rogers_C004,AK_Rogers,ps.3631,BR_AK1.ps.66,AK_Rogers_C004,64.30782,-145.942635,Control,A,org,fibric,12.17379,12.17379,5.99782,1,0.0730647,-9999,0.0730647,33.578496,-9999,-9999,4382.28919,1471.5068
AK_Rogers_C004,AK_Rogers,ps.3632,BR_AK1.ps.67,AK_Rogers_C004,64.30782,-145.942635,Control,A,org,mesic,18.9,18.9,6.72621,1,0.0956189,0.49078014,0.14139588,46.667943,-9999,-9999,6431.528014,3001.461827
AK_Rogers_C004,AK_Rogers,ps.3633,BR_AK1.ps.68,AK_Rogers_C004,64.30782,-145.942635,Control,A,org,humic,21.5,21.5,2.6,1,1.04283,1.3641852,1.0440284,3.7164102,-9999,-9999,27113.58,1007.651853
AK_Rogers_C004,AK_Rogers,ps.3634,BR_AK1.ps.69,AK_Rogers_C004,64.30782,-145.942635,Control,B,org,fibric,1.24701,1.24701,1.24701,1,0.138265,-9999,0.138265,38.366186,-9999,-9999,1724.178377,661.5014829
AK_Rogers_C005,AK_Rogers,ps.3650,BR_AK1.ps.85,AK_Rogers_C005,64.324763,-145.892955,Control,A,org,fibric,14.87035,14.87035,7.3992,1,0.027468,1.1317685,0.029799972,35.786524,-9999,-9999,2032.412256,727.3296998
AK_Rogers_C005,AK_Rogers,ps.3651,BR_AK1.ps.86,AK_Rogers_C005,64.324763,-145.892955,Control,A,org,mesic,27.50005,27.50005,12.6297,1,0.0508005,-9999,0.0508005,40.655718,-9999,-9999,6415.950749,2608.450843
AK_Rogers_C005,AK_Rogers,ps.3652,BR_AK1.ps.87,AK_Rogers_C005,64.324763,-145.892955,Control,A,org,humic,44.00005,44.00005,16.5,1,0.431112,-9999,0.431112,8.8858203,-9999,-9999,71133.48,6320.793206
AK_Rogers_C005,AK_Rogers,ps.3649,BR_AK1.ps.84,AK_Rogers_C005,64.324763,-145.892955,Control,A,org,moss,7.47115,7.47115,7.47115,1,0.0174563,-9999,0.0174563,39.068007,-9999,-9999,1304.186357,509.5196174
AK_Rogers_C005,AK_Rogers,ps.3654,BR_AK1.ps.89,AK_Rogers_C005,64.324763,-145.892955,Control,B,org,fibric,20.9112,20.9112,12.9467,1,0.0161901,0.62676062,0.019890814,38.822752,-9999,-9999,2096.083677,813.7573675
AK_Rogers_C005,AK_Rogers,ps.3655,BR_AK1.ps.90,AK_Rogers_C005,64.324763,-145.892955,Control,B,org,mesic,34,34,13.0888,1,0.0340014,0.740863,0.046569892,35.034344,-9999,-9999,4450.375243,1559.159772
AK_Rogers_C005,AK_Rogers,ps.3656,BR_AK1.ps.91,AK_Rogers_C005,64.324763,-145.892955,Control,B,org,humic,50,50,16,1,0.435051,-9999,0.435051,12.317105,-9999,-9999,69608.16,8573.710156
AK_Rogers_C005,AK_Rogers,ps.3653,BR_AK1.ps.88,AK_Rogers_C005,64.324763,-145.892955,Control,B,org,moss,7.9645,7.9645,7.9645,1,0.00617532,-9999,0.00617532,37.826387,-9999,-9999,491.8333614,186.0427907
AK_Rogers_C005,AK_Rogers,ps.3662,BR_AK1.ps.97,AK_Rogers_C005,64.324763,-145.892955,Control,D,org,fibric,18.10569,18.10569,14.4453,1,0.0204288,-9999,0.0204288,32.860494,-9999,-9999,2951.001446,969.7136532
AK_Rogers_C005,AK_Rogers,ps.3663,BR_AK1.ps.98,AK_Rogers_C005,64.324763,-145.892955,Control,D,org,mesic,24.70003,24.70003,6.59434,1,0.0699166,1.1312756,0.077936028,32.47975,-9999,-9999,4610.53832,1497.49132
AK_Rogers_C005,AK_Rogers,ps.3664,BR_AK1.ps.99,AK_Rogers_C005,64.324763,-145.892955,Control,D,org,humic,41.20003,41.20003,16.5,1,0.833386,-9999,0.833386,9.3620019,-9999,-9999,137508.69,12873.56617
AK_Rogers_C005,AK_Rogers,ps.3665,BR_AK1.ps.100,AK_Rogers_C005,64.324763,-145.892955,Control,E,org,moss,10.5104,10.5104,10.5104,1,0.0115673,-9999,0.0115673,35.359475,-9999,-9999,1215.769499,429.8897121
AK_Rogers_C005,AK_Rogers,ps.3666,BR_AK1.ps.101,AK_Rogers_C005,64.324763,-145.892955,Control,E,org,fibric,37.7396,37.7396,27.2292,1,0.0339929,0.31347518,0.041990628,40.395349,-9999,-9999,9255.994727,3738.991373
AK_Rogers_C005,AK_Rogers,ps.3667,BR_AK1.ps.102,AK_Rogers_C005,64.324763,-145.892955,Control,E,org,humic,57.0396,57.0396,19.3,1,0.413034,-9999,0.413034,11.995396,-9999,-9999,79715.562,9562.197336
AK_Rogers_C005,AK_Rogers,ps.3668,BR_AK1.ps.103,AK_Rogers_C005,64.324763,-145.892955,Control,F,org,moss,5,5,5,1,0.0139261,-9999,0.0139261,38.179574,-9999,-9999,696.305,265.8462827
AK_Rogers_C005,AK_Rogers,ps.3669,BR_AK1.ps.104,AK_Rogers_C005,64.324763,-145.892955,Control,F,org,fibric,21,21,16,1,0.0500468,-9999,0.0500468,38.925487,-9999,-9999,8007.488,3116.9537
AK_Rogers_C005,AK_Rogers,ps.3657,BR_AK1.ps.92,AK_Rogers_C005,64.324763,-145.892955,Control,C,org,moss,5.25521,5.25521,5.25521,1,0.0199798,-9999,0.0199798,29.68709,-9999,-9999,1049.980448,311.7086405
AK_Rogers_C005,AK_Rogers,ps.3658,BR_AK1.ps.93,AK_Rogers_C005,64.324763,-145.892955,Control,C,org,fibric,11.79023,11.79023,6.53502,1,0.0235692,0.7408937,0.027990395,38.311901,-9999,-9999,1540.251934,590.099796
AK_Rogers_C005,AK_Rogers,ps.3659,BR_AK1.ps.94,AK_Rogers_C005,64.324763,-145.892955,Control,C,org,mesic,28.25023,28.25023,16.46,1,0.0526768,-9999,0.0526768,39.30388,-9999,-9999,8670.60128,3407.882722
AK_Rogers_C005,AK_Rogers,ps.3660,BR_AK1.ps.95,AK_Rogers_C005,64.324763,-145.892955,Control,C,org,humic,43.25023,43.25023,15,1,0.605931,-9999,0.605931,7.1507062,-9999,-9999,90889.65,6499.251838
AK_Rogers_C005,AK_Rogers,ps.3661,BR_AK1.ps.96,AK_Rogers_C005,64.324763,-145.892955,Control,D,org,moss,3.66039,3.66039,3.66039,1,0.0323083,-9999,0.0323083,31.840503,-9999,-9999,1182.609782,376.5489032
AK_Rogers_C005,AK_Rogers,ps.3670,BR_AK1.ps.105,AK_Rogers_C005,64.324763,-145.892955,Control,F,org,humic,38,38,17,1,0.450451,-9999,0.450451,12.947166,-9999,-9999,76576.67,9914.508582
AK_Rogers_C006,AK_Rogers,ps.3674,BR_AK1.ps.109,AK_Rogers_C006,64.363008,-145.578724,Control,A,org,humic,21.99999,21.99999,3.3,1,0.34385,1.1227862,0.34965843,15.913572,-9999,-9999,11347.05,1805.720972
AK_Rogers_C006,AK_Rogers,ps.3675,BR_AK1.ps.110,AK_Rogers_C006,64.363008,-145.578724,Control,B,org,moss,16.1494,16.1494,16.1494,1,0.00687809,-9999,0.00687809,37.806593,-9999,-9999,1110.770266,419.9443938
AK_Rogers_C006,AK_Rogers,ps.3677,BR_AK1.ps.112,AK_Rogers_C006,64.363008,-145.578724,Control,B,org,mesic,30.50002,30.50002,9.14484,1,0.0693776,0.41812558,0.076081305,29.663841,-9999,-9999,6344.470516,1882.013646
AK_Rogers_C006,AK_Rogers,ps.3678,BR_AK1.ps.113,AK_Rogers_C006,64.363008,-145.578724,Control,C,org,moss,10.7673,10.7673,10.7673,1,0.0138575,-9999,0.0138575,40.508852,-9999,-9999,1492.078598,604.4239108
AK_Rogers_C006,AK_Rogers,ps.3679,BR_AK1.ps.114,AK_Rogers_C006,64.363008,-145.578724,Control,C,org,fibric,16.50414,16.50414,5.73684,1,0.0246601,-9999,0.0246601,37.091314,-9999,-9999,1414.710481,524.7347066
